titles,authors,informs,clip_links
기억 2 : 베르나르 베르베르 장편소설,베르나르 베르베르,"기억의 문이 열리고 모험이 시작된다! 한국 독자들이 사랑하는 베스트셀러 작가 베르나르 베르베르의 신작 장편소설 『기억』(전2권)이 프랑스 문학 전문 번역가 전미연의 번역으로 열린책들에서 출간되었다. 꾸준히 신작을 발표해 온 베르베르는 이번에 <기억>이라는 테마로 시공간을 넘나들며 자신만의 독특한 세계관을 확장해 나간다. 주인공 르네 톨레다노는 고등학교에서 역사를 가르치는 교사이다. 그는 센강 유람선 공연장 <판도라의 상자>에 갔다가 퇴행 최면의 대상자로 선택당한다. 최면에 성공해 무의식의 복도에 늘어선 기억의 문을 열 수 있게 된 르네. 문 너머에서 엿본 기억은, 제1차 세계 대전의 전장에서 목숨을 잃은 그의 전생이었다. 최면이 끝난 후에도 너무나 생생하고 강렬한 기억에 시달리던 그는 몸싸움에 휘말려 의도치 않게 사람을 죽이고 경찰에 자수할지 말지 고민하며 초조한 나날을 보내게 된다. 한편 르네는 자신에게 총 111번의 전생이 있었다는 사실을 알고 제1차 세계 대전 참전병 외에도 여러 기억의 문을 열어 본다. 그중에서도 최초의 전생은 놀랍게도 현대인이 <아틀란티스>라고 부르는 전설 속의 섬에 사는 남자 게브였다. 아틀란티스가 바닷속에 잠겨 버렸다고 알고 있는 르네는 어떻게든 게브를 구하고 싶어 하고, <판도라의 상자> 무대에서 만났던 최면사 오팔이 르네의 조력자를 자처한다. 현생에서는 경찰에 쫓기며 정신병자 취급을 받고, 전생에서는 대홍수가 예고된 가운데 과연 르네와 게브의 운명은? *** 이 오디오북은 한국출판문화산업진흥원(KPIPA)의 「2020년 오디오북 제작 지원」 사업 선정작입니다.",https://audioclip.naver.com/audiobooks/640A7B365A
결혼을 추천합니다,한희은,"방년 29세, 내년이면 계란 한 판의 나이에도 연애에는 관심 없는 여자 이효은. 그녀 인생 최대의 걸림돌은 그녀를 결혼시키지 못해 안달인 어머니였다. 마지막이라는 확답을 받고 나간 선 자리에서 그녀에게 사사건건 시비를 거는 게 목적인 듯한 남자, 지건우를 만난다. 그는 효은에게 딱 3개월만 계약 연애를 하자고 말하는데…. 한희은 로맨스 장편소설 『결혼을 추천합니다』.",https://audioclip.naver.com/audiobooks/F7CB360BA7
"100인의 배우, 세계 문학을 읽다 2/2",마르그리트 유르스나르 외 49명,"정경호, 이정은, 황정민, 유준상, 강말굼, 김상중 등 한국 대중문화를 빛내는 한류 스타와 배우들 103인이 낭독한 100편의 세계 명작 중단편 소설 오디오북이다. 2/2는 전체 100편 중 50편을 묶었다. 국내 오디오북의 새 시장을 연 <100인의 배우, 우리 문학을 읽다>의 후속 작품으로서, 우리 문학에 이어 세계 문학 오디오북도 출시해 달라는 독자들의 요청에 부응하여 제작했다. 문학 작품은 작가 개인의 창작이자 당대의 산물이며, 배우의 음성에는 그만의 개성과 함께 지금 우리의 정서가 깃들어 있다. 명작과 스타의 콜라보로 시대와 지역과 언어를 넘나들며 읽는 문학과 또 다른 듣는 문학의 깊은 감동을 전한다. 낭독 작품은 지구촌 곳곳의 작가, 작품들을 고루 포함했다. 가능한 한 지역이나 언어를 다양하게 포괄하려 했다. 물론 톨스토이, 디킨스, 플로베르, 릴케, 나쓰메 소세키 등 이름만으로 벅찬 동서양 문호의 작품이 빠질 수 없다. 헤밍웨이, 포크너, 카뮈, 헤세, 이보 안드리치 등 노벨문학상 수상 작가의 대표 단편도 포함됐다. 버지니아 울프, 샬럿 퍼킨스 길먼, 케이트 쇼팽 등의 페미니즘 초기 문제작과 일본, 중국, 대만, 홍콩, 태국 등 이웃 나라의 명단 편들도 고루 만날 수 있다. 특히 스물여섯에 요절한 태국 왕족 출신의 작가 멈짜오 아까담끙 라피팟의 ＜사춘기＞는 국내 처음 소개되는 작품이다. 국내 독자에겐 생소하지만 문학사적으로 큰 발자취를 남긴 작가, 마르그리트 유르스나르, 타티야나 톨스타야, 슈테판 츠바이크, 딩링 등의 작품도 함께 담았다. 문학 사조로는 사실주의, 낭만주의, 자연주의부터 초현실주의, 의식의 흐름을 따르는 모더니즘까지 모두 아우른다. 장르도 공포, 탐정, 심리, 연애, 환상 소설에 사소설, 동화까지 다채롭다. 낭독 배우의 개성 있는 목소리로 저마다의 작품 해석을 즐길 수 있는 구성이다. 추리 소설의 고전 에드거 앨런 포의 <검은 고양이>, 러시아 사실주의 문학의 태동을 알린 니콜라이 고골의 <외투>, 독특한 문체로 독자를 사로잡은 마르그리트 뒤라스의 <파리의 오렐리아>부터 샤를 페로의 <푸른 수염>, 루시모드 몽고메리의 <개와 고양이>까지 다양한 장르의 세계 문학 단편 소설을 한 권의 오디오북에서 모두 만날 수 있다.",https://audioclip.naver.com/audiobooks/DAF7B3C9B8
두 번째 엔딩,김려령 배미주 이현 김중미 손원평 구병모 이희영 백온유,"『우아한 거짓말』부터 『아몬드』 『페인트』 『유원』까지, 독자들의 큰 사랑을 받은 작품들의 뒷이야기를 엮은 소설집. 김려령 배미주 이현 김중미 손원평 구병모 이희영 백온유 등 베스트셀러 작가들의 완성도 높은 단편이 실렸다. 전작에서 주인공이 아니었던 인물들의 속내까지 따스하게 보듬으며 모든 삶이 조명받아 마땅한 가치가 있다는 메시지를 전한다.",https://audioclip.naver.com/audiobooks/F8D5E05685
연애 소설 읽는 노인,루이스 세풀베다,"칠레 출신 작가 루이스 세풀베다의 첫 소설로 단번에 세계적 베스트셀러 순위를 차지했던 책. 아마존 부근 일 이딜리오에 살고 있는 노인의 꿈은 오두막에서 평화롭게 연애소설을 탐닉하는 것. 하지만 노다지를 찾아 모여든 '양키'들은 카메라를 들고 마을을 들쑤시고, 원주민들은 하나 둘씩 삶의 터전을 떠난다. 어느 날 누군가가 정글의 맹수를 화나게 하고, 노인은 깨진 자연의 균형을 바로하기 위해 총을 들고 숲으로 향한다. 추리 소설적 기법을 사용해 정글이라는 배경의 매력을 한껏 살려낸, 저자의 탁월한 재능이 돋보이는 글로 이후 그의 소설들을 일관하는 주요한 특징들이 탄생한 소설이다.",https://audioclip.naver.com/audiobooks/3511258EF0
나는 슈뢰딩거의 고양이로소이다,원종우,"과학 팟캐스트 1위, 〈파토의 과학하고 앉아있네〉원종우의 빅뱅처럼 폭발하는 상상력이 SF소설로 쏟아진다! 누적 다운로드 1억을 돌파하며 과학 분야 팟캐스트 1위를 지키고 있는〈파토의 과학하고 앉아있네〉원종우 대표가 첫 소설집을 출간했다. SF 소설 《나는 슈뢰딩거의 고양이로소이다》가 바로 그 책이다. 그런데 대중에게 과학 커뮤니케이터로 널리 알려져 있고, TV 방송에도 자주 얼굴을 비추며, 과학책도 여러 권 집필한 그가 갑자기 SF 소설을 들고 독자들 앞에 나타난 이유는 무엇일까. 원종우 작가는 그 까닭에 대해 “나는 실제로 과학을 연구하는 연구자가 아니라 과학 자체에 관해서 이야기하는 데 한계가 있다”라고 고백한다. 그래서 때로는 전문가의 입을 빌릴 수밖에 없었는데, 소설이라는 형식으로 과학을 말하는 것은 그 한계를 넘어설 수 있는 굉장히 매력적인 방법이라고 힘주어 말한다. 또 조금 과장하면 자신을 키운 것의 절반은 SF인데, 초등학교 때 접했던 아이작 아시모프의 《로봇》 시리즈 동화책 버전부터 시작해서 수많은 SF 소설, 드라마, 영화, 애니메이션, 웹툰에 이르기까지 삶에서 결코 SF와 멀어졌던 적이 없었다고 밝힌다. 《나는 슈뢰딩거의 고양이로소이다》는 표제작 〈나는 슈뢰딩거의 고양이로소이다〉를 비롯하여 단편 SF 소설 8개를 묶은 단편 모음집이다. 형식 면으로는 종래의 소설에서 문법에서 벗어나 각 소설의 앞과 뒤에 해당 작품을 읽기 전에 알아 두면 도움이 될 수 있는 과학 지식과 작품의 배경 등을 친절하게 설명해 두었다. SF 소설에 익숙하지 않은 독자들이 더 흥미롭게 작품에 집중할 수 있도록 치열하게 고민한 흔적이 엿보이는 부분이다. 내용 면으로 원종우 특유의 입담과 빅뱅처럼 폭발하는 그의 상상력이 과학 지식과 한데 어우러져 있다. 게다가 윤리적, 철학적, 사회적으로 생각할 거리를 덧붙여 놓아 해당 작품이 던지는 메시지를 사색하면서 침잠하게 한다. 과학×SF 소설×원종우, 원종우가 말하면 다르다, 재미있다! 원종우 작가가 과학 커뮤니케이터로 성공한 비결은 무엇일까? 그는 “그저 많은 사람들이 오해하고 있거나 불편해하는 과학을 자신이 듣고 싶었던 방식으로 모두에게 이야기하고 싶었다”라고 답한다. 이 말은 그의 첫 소설집 《나는 슈뢰딩거의 고양이로소이다》에서도 그대로 적용된다. 작가는 이 소설로 켤코 과학을 ‘가르칠’ 의도가 없음을 분명히 밝힌다. 소설은 그냥 그 자체로 재미있기를 바랄 뿐이라고 말한다. 다만 독자들이 이 책을 통해 과학과 SF 소설에 호감을 갖게 된다면 참 기쁘겠다고 덧붙인다. 과학과 SF가 함께하는 독특한 구성의 이 소설집,《나는 슈뢰딩거의 고양이로소이다》는 소설로서의 재미는 물론이거니와 우리가 살고 있는 이 세계를 새롭게 인식하게 하고, 인간인 우리가 우주에서 어느 위치에 있는지 돌아보게 한다. 게다가 과학에 대한 흥미까지 한껏 끌어 올리기까지 한다. 현실로 밀려오는 SF 소설 속 장면들을 놓치지 않고, 직접 목격하길 원한다면 꼭 읽어 보기를 강력히 권한다. ※ 이 오디오북은 한국출판문화산업진흥원(KPIPA)의 <2021년 오디오북 제작 지원 사업> 선정작입니다.",https://audioclip.naver.com/audiobooks/191CF57674
김호영이 읽는 전상국의 우상의 눈물,전상국,"[100인의 배우, 우리 문학을 읽다] 오디오북 시리즈는, 최민식 문소리 정진영 강부자 등 우리 시대를 대표하는 배우 103명이 한국 근현대문학의 주요 중단편소설 100편을 낭독한 프로젝트입니다. ≪우상의 눈물≫은 1980년 ≪세계의문학≫에 발표된 전상국의 단편소설이다. 한 남자고교 학급을 무대로 담임, 모범생, 불량 학생 등을 등장시켜 합법적인 권력과 벌거벗은 폭력의 관계, 선악과 위선의 문제를 풀어간다.",https://audioclip.naver.com/audiobooks/F217F60D30
가시고기,조창인,"시대가 흘러도 변할 수 없는 아버지의 사랑! 20주년 개정판 ★『해리포터』 열풍을 제친 2000년대 베스트셀러 1위! ★아들을 살릴 수만 있다면 내 몸을 내어주어도 좋은 가시고기아빠의 사랑 ★3백만 부 초베스트셀러의 감동, 개정되며 더욱 숭고해진 결말 아버지의 사랑은 어떤 모습일까? 어머니의 사랑은 수없이 그려져 왔고, 공감을 불러오기에 의문이 없다. 그러나 아버지의 사랑이 어떤 모습일지 표현하기는 어렵다. 이 책은 아버지의 사랑을 가늠하게 해준다. 속내를 드러내지 않지만, 깊은 곳에 감춰진 숭고한 자기희생의 사랑. 그래서 더 슬프고 아름다운 아버지의 사랑이다. 알을 낳고 떠나는 엄마가시고기를 대신해 새끼를 돌보고, 결국은 자신의 몸까지 내어주는 아빠가시고기. 주인공 정호연은 그런 가시고기 아빠다. 삶의 전부인 아들은 백혈병에 걸렸다. 게다가 골수이식이 아니면 더 이상 희망이 없다. 아들을 위한 최선은 무엇일까. 아들을 살릴 수만 있다면 내 몸은 뜯어 먹혀도 좋은 가시고기 아빠의 숭고한 사랑이 책 속에 담겨있다. 시대가 흘러도 변할 수 없는 아버지의 사랑이 다시 오다 『가시고기』 는 이미 3백만 부 이상 팔려 독자들의 사랑을 받은 초베스트셀러다. 42주 연속 종합 베스트셀러 1위를 차지했던 기록이 있다. 『해리포터』 시리즈가 세계 출판 시장을 강타할 당시, 유일하게 한국에서만 가시고기 열풍에 가로막혔던 기록도 있다. 학교에서는 청소년 필독서로 읽혀졌고, 아이들은 동화와 만화로 가시고기를 읽었다. 성인은 남녀를 막론하고, 청년에서 노년층까지 가시고기의 감동에 빠져들었다. 자식을 사랑하지만 속으로만 삼키는 것이 미덕이던 시절이었다. 아버지들은 묵묵히 책임을 다할 뿐 사랑을 표현하지 못했다. 가족을 위해 일터에서 야근을 하며 버티던 아버지들은 가시고기아빠였다. 자식에게 풍족한 환경을 주려고 몸 바쳐 일하는 것이 그들의 사랑이었다. 시대가 바뀌었다. 일찌감치 육아에 참여하는 아빠들이 많아졌다. 아이와 잘 놀아주고, 시간을 함께 보낸다. 친구처럼 지낸다. 요즘 아빠들의 사랑법이다. 이렇게 사랑을 표현하는 모습은 달라졌다. 그러나 다르지 않은 것이 있다. 아버지가 되면서 시작되는 알 수 없는 사랑. 자식에게 가장 좋은 것을 주고 싶은 가시고기아빠의 사랑이다. 2019년, 작가는 시대가 달라졌어도 변함없는 아버지의 숭고한 사랑을 다시 한 번 그려내고 싶었다고 한다. 시대에 맞는 내용으로 일부 보충하고 수정하여 증보개정판으로 선보이게 되었다. 이 오디오북을 통해, 시대가 흘러도 변하지 않고, 변할 수 없는 아버지의 깊은 사랑을 만나게 될 것이다.",https://audioclip.naver.com/audiobooks/AAFB69F883
한자와 나오키 4,이케이도 준,"한자와 나오키 시리즈 완간! “철저히 바꾸고 싶다면 지금이 마지막 기회야!” 세상의 부조리에 맞서는 은행원 한자와의 통쾌한 미스터리 활극 이케이도 준을 일본 최고의 작가로 만든 《한자와 나오키》 시리즈가 네 번째 책 《한자와 나오키 4: 이카로스 최후의 도약》의 출간을 끝으로 완간된다. 이케이도 준을 일본 최고의 작가로 만든 이 시리즈는 매력적인 캐릭터, 엄청난 흡인력, 명민한 미스터리 감각으로 독자들을 사로잡으며 시리즈 누적 607만 부가 판매된 초대형 베스트셀러이다. 이번 편에서 한자와 나오키는 증권회사에서의 통쾌한 활약을 뒤로 하고 다시 도쿄중앙은행 본사로 복귀한다. 여전히 뱅커로서의 긍지와 이상을 가지고 옳다고 믿는 일에는 정면으로 승부하는 그에게, 은행장은 항공사 재건 계획을 세우도록 지시한다. 그러나 원칙대로 진행하려는 한자와의 노력은 정치권이 개입하면서 수포로 돌아갈 위기에 처하고, 국가의 도움만 바라는 항공사의 소극적 태도와 은행의 희생을 강요하는 정치인의 부당한 요구, 파벌 싸움에만 몰두한 은행 임원진의 압력을 상대로 마지막 싸움을 시작한다. 《한자와 나오키 3: 잃어버린 세대의 역습》과 함께 2020년 4월에 방영되는 드라마 〈한자와 나오키〉 시즌 2의 원작으로 다시 한 번 기대를 모으고 있는 이 책은 시리즈 최강의 적과 맞서는 한자와 나오키의 활약과 누구도 예상치 못한 결말로 독자들에게 깊은 만족감을 선사할 것이다. [줄거리] 도쿄중앙은행 본사 영업 2부로 복귀해 눈코 뜰 새 없이 바쁜 한자와 나오키는 은행장의 지시로 경영 위기에 몰린 TK항공의 재건 계획을 맡는다. 항공사의 회생에 집중한 한자와는 강도 높은 구조조정안을 제시하지만, 정부의 지원만 믿고 있는 TK항공 경영진의 반발을 산다. 거기에 총선으로 정권이 바뀌면서 전 정권과의 차별화를 원한 신임 국토교통성 대신 시라이 아키코가 한자와의 재건안을 전면 백지화하며 새로운 태스크포스를 구성한다. 악명 높은 기업 회생 전문 변호사 노하라 쇼타가 주도하는 태스크포스는 각 은행들에게 TK항공의 채권 포기를 강요하는데…. 정부의 눈치만 보는 은행 임원진과 정치권의 노골적인 압력에, 불의를 참지 않는 한자와는 어떻게 맞설 것인가?",https://audioclip.naver.com/audiobooks/1FF01F22E0
그럼에도 불구하고,김정아,"너무 인기가 많아 정작 연애 한 번 못한 유찬과 윤희의 알콩달콩 귀엽고 재미난 서툰 사랑이야기. 비록 서툴지만 정말 사랑을 할 줄 아는 사람들의 사랑 이야기가 펼쳐집니다. 유찬과 윤희가 만들어가는 가슴 훈훈한 사랑을 통해 가족에 대한 사랑, 삶에 대한 사랑, 그리고 자신에 대한 사랑을 직접 확인하세요. 사랑을 시작하는 세상 모든 연인들을 위해. <그럼에도 불구하고>",https://audioclip.naver.com/audiobooks/1F3FB594C0
